rain[mm]	 temperature[°C]	 irradiance[mümol/s/m2]	 day_length[h]	 PET[mm]	co2[ppm]
52.6	23.6	731.7	12	2.5	400
0	26.6	738.7	12	2.7	400
23.9	25.2	732.8	12	2.6	400
0	23.7	765.5	12	2.5	400
0	27.5	769.3	12	2.7	400
8.5	25	787.9	12	2.6	400
18.2	28.2	855	12	2.7	400
13.1	23	707.7	12	2.5	400
0	20.8	934.3	12	2.4	400
5.4	21.1	627.3	12	2.4	400
1	23.8	905	12	2.6	400
0	23	720.4	12	2.5	400
21.6	24.4	862.8	12	2.6	400
0	20.4	879.4	12	2.4	400
23.5	23.8	771.7	12	2.6	400
4.9	23.9	847.8	12	2.6	400
1.7	26.7	886.4	12	2.7	400
0	22.5	753.2	12	2.6	400
9.7	24.6	799.1	12	2.7	400
0	24.6	979.7	12	2.7	400
0	25.3	929.5	12	2.7	400
0	28.9	830.7	12	2.9	400
0.7	24.8	767.3	12	2.7	400
0	22.6	892.9	12	2.6	400
9.1	22.8	904.8	12	2.6	400
0	25.6	896.8	12	2.8	400
48.1	22.1	914.2	12	2.6	400
0	23.3	833	12	2.7	400
7.8	26.1	847.7	12	2.8	400
28.6	24.3	867.9	12	2.7	400
0	23.5	724.9	12	2.7	400
6.5	25.9	847.6	12	2.8	400
12.2	21.4	1057	12	2.6	400
15.2	23.2	932.6	12	2.7	400
0	25.4	778.6	12	2.9	400
19.8	26	1009.7	12	2.9	400
0	25.1	774.3	12	2.9	400
0	22.9	688	12	2.8	400
4.2	24.2	901.3	12	2.9	400
15.8	22.1	910.8	12	2.8	400
10.3	28.2	871.9	12	3.1	400
0	22.4	831.4	12	2.8	400
0	22.4	926	12	2.8	400
1.1	23.4	990.8	12	2.9	400
0	21	886.7	12	2.8	400
4.6	22.7	915.5	12	2.9	400
0	24.6	832.7	12	3	400
4.8	23.2	836.2	12	2.9	400
0	25.5	893.8	12	3.1	400
20.9	23.5	855.2	12	3	400
24.4	22.6	897.6	12	3	400
0	25.4	802.1	12	3.1	400
0	22.4	721.5	12	3	400
1.7	21.7	801.7	12	3	400
1	22.5	797.9	12	3	400
8.4	27.4	946.8	12	3.3	400
2.6	26.6	950.5	12	3.3	400
41	24.8	912.9	12	3.2	400
7.8	24.2	791.2	12	3.2	400
11.5	25.7	967.7	12	3.3	400
29.5	28.6	957.5	12	3.4	400
0	23.3	817.4	12	3.2	400
9.3	25.5	816.6	12	3.3	400
6.4	24	1016.3	12	3.3	400
0	24	868.4	12	3.3	400
2.5	27.4	1017	12	3.5	400
0	25.4	1021.7	12	3.4	400
22	30	978.4	12	3.7	400
14	24.8	852.4	12	3.4	400
0	21.3	888.1	12	3.2	400
6.4	27.6	923.1	12	3.6	400
34.3	21	810.6	12	3.2	400
4.1	26.8	1075.1	12	3.6	400
0	25.4	991.8	12	3.5	400
2.3	27.3	940.6	12	3.7	400
0	23.1	1002.2	12	3.4	400
4.8	25.3	933	12	3.6	400
26.5	22	945.1	12	3.4	400
2.7	22.6	1065.6	12	3.5	400
6.9	22.4	1011.9	12	3.5	400
3	25.6	916.8	12	3.7	400
0	25.1	761.5	12	3.7	400
4.1	24.1	992	12	3.6	400
0	23.1	820.2	12	3.6	400
44.9	20.7	1162.8	12	3.4	400
0	22.3	1240.2	12	3.6	400
3.4	23.9	885.4	12	3.7	400
0.3	22.8	1012.2	12	3.6	400
3.8	23.1	1062.8	12	3.7	400
0	25.9	785.9	12	3.9	400
21.9	24.4	1039	12	3.8	400
3.5	25	951.3	12	3.8	400
11.6	23.4	981.7	12	3.7	400
1.5	21.8	1099	12	3.7	400
0	23.7	755.4	12	3.8	400
2.1	22	1020.6	12	3.7	400
23.2	24.6	964.5	12	3.9	400
2.5	20.5	1039.8	12	3.6	400
1.8	23.1	837	12	3.8	400
17.6	23.9	1105.5	12	3.9	400
0	27	882.6	12	4.1	400
5	22.9	1002.1	12	3.9	400
0	21.8	1096	12	3.8	400
0.9	27	1059.5	12	4.2	400
0	21.7	918.4	12	3.8	400
0	16.2	1066.9	12	3.4	400
4.3	24.7	1129.7	12	4	400
8.4	26.9	870	12	4.2	400
0	23.1	1082.4	12	4	400
0	20.9	1152.2	12	3.8	400
0	18	1147.9	12	3.6	400
0	19.2	1278.5	12	3.7	400
0	20.2	1148	12	3.8	400
11.6	22.7	1173.7	12	4	400
3.6	22.1	1158.4	12	4	400
3.9	25	1167.7	12	4.2	400
0	22.6	1036.7	12	4	400
1.4	21.3	1101.6	12	4	400
0	22.1	1241	12	4	400
27.3	22.9	1283.8	12	4.1	400
0	26.4	1109.2	12	4.3	400
2.3	26.6	1134.1	12	4.4	400
3.9	27.8	1150.8	12	4.5	400
14.2	21.5	1169.3	12	4	400
0	24.8	979.8	12	4.3	400
0	20	1189.6	12	3.9	400
9.7	25.3	938.4	12	4.3	400
23.2	20.1	1246	12	4	400
0	28	1275.4	12	4.5	400
6.8	26.3	1184.8	12	4.4	400
0	20.9	1134.2	12	4.1	400
1.4	24.4	1166.7	12	4.3	400
0.7	24.5	1176.1	12	4.3	400
0	22.9	1209.5	12	4.2	400
0	25.9	1308.2	12	4.4	400
1.2	21.3	1245.7	12	4.1	400
0	22.3	1111.1	12	4.2	400
0	18.6	889.5	12	3.9	400
21.4	24	1152.2	12	4.3	400
8.2	25.5	1132.4	12	4.5	400
0	21.7	978.5	12	4.2	400
0	26.7	1193.6	12	4.5	400
1	27.5	1249.3	12	4.6	400
0	25.8	1028.8	12	4.5	400
0	21.2	1249.5	12	4.2	400
0	26.1	1223.6	12	4.5	400
31.8	26.3	1383	12	4.6	400
0	21.8	1052.9	12	4.2	400
2.2	23.6	1147.8	12	4.4	400
0	23.6	1309	12	4.4	400
0	22.1	934.3	12	4.3	400
0.1	25.7	1058.9	12	4.5	400
12.5	22.7	1176	12	4.3	400
0.6	20	1310.5	12	4.1	400
0	24.9	1311.3	12	4.5	400
60.6	24.7	929.4	12	4.5	400
0	23.6	937.8	12	4.4	400
9.6	22.7	1266.6	12	4.3	400
14.6	23.3	1155.8	12	4.4	400
0	25.6	1470.2	12	4.6	400
8.2	24.9	1091.6	12	4.5	400
12	21.3	1336.5	12	4.2	400
0	28.6	1259.6	12	4.8	400
0	24.6	1256.4	12	4.5	400
20.5	27.2	1152.8	12	4.7	400
0	19.2	1144.1	12	4.1	400
0	21.2	1301.7	12	4.2	400
3.2	25.4	1334.4	12	4.6	400
5	29	1217.2	12	4.8	400
0	20.7	1269	12	4.2	400
0	25.4	1094.3	12	4.6	400
0	26.2	1232.1	12	4.6	400
0	26	1187.4	12	4.6	400
19.8	22.8	1037	12	4.4	400
0	22.9	1243.4	12	4.4	400
4.3	25.5	1404.6	12	4.6	400
2	28.8	1191.4	12	4.8	400
0	21	971.1	12	4.2	400
0	25	935.1	12	4.5	400
11.6	23.1	1140.6	12	4.4	400
0	23.8	1283.5	12	4.5	400
11.4	27	1176.4	12	4.7	400
0	24	1466.7	12	4.5	400
0	24.1	1376.6	12	4.5	400
5.5	21.4	1384.2	12	4.3	400
18.1	22.7	1279.7	12	4.4	400
3.3	23	1157.2	12	4.4	400
0	23	1043.9	12	4.4	400
0	24.5	1100.7	12	4.5	400
6.7	23	1208.5	12	4.4	400
19.3	22.6	1395.3	12	4.4	400
0	26.7	1200.2	12	4.7	400
85.9	24.9	984	12	4.5	400
0	26.9	1130.4	12	4.7	400
5.5	22.4	1071.9	12	4.4	400
0	24.6	1138.5	12	4.5	400
0	23.2	1270.8	12	4.4	400
6.6	23.8	1273.5	12	4.5	400
0	19.6	1187.2	12	4.1	400
0	25.2	1199.3	12	4.6	400
27	25.1	1109.3	12	4.5	400
0	25.3	1031.2	12	4.6	400
32.2	26.7	1083.7	12	4.7	400
0	22.1	1275.8	12	4.3	400
0	24.3	1126.1	12	4.5	400
32.6	28.5	1287.5	12	4.8	400
0	23.2	1134.3	12	4.4	400
24.2	25.7	1114.8	12	4.6	400
0	29	1217	12	4.8	400
0	26.6	1024.4	12	4.6	400
19.2	25.3	1013.9	12	4.5	400
54.6	21.9	1087.4	12	4.3	400
0.3	18.6	1088.2	12	4	400
14.3	24.5	1183	12	4.5	400
23.8	27.9	1065.2	12	4.7	400
23.9	25.3	1060.7	12	4.5	400
0	22.7	1024	12	4.3	400
0	27.9	1282.9	12	4.7	400
0	22.2	1055	12	4.3	400
15.7	21.2	1168	12	4.2	400
0	20.7	1349.3	12	4.2	400
53.5	23.4	1260.8	12	4.4	400
0	28.1	1061	12	4.7	400
3.2	21.3	1278.9	12	4.2	400
0.1	23.5	1204.1	12	4.3	400
0	29.1	939.7	12	4.7	400
12.8	24	943	12	4.4	400
0.9	22.2	1063.1	12	4.2	400
0	26.9	1411.7	12	4.6	400
0	22.6	1130.7	12	4.3	400
12.7	26	1098.5	12	4.5	400
0	23.2	977.3	12	4.3	400
5.3	27.5	1152.2	12	4.6	400
58.3	22.9	903.2	12	4.2	400
33.5	28.1	1013	12	4.6	400
6.8	25.1	809.6	12	4.4	400
5.2	28.5	1270.6	12	4.6	400
0	24.8	1119.8	12	4.4	400
6.9	21.6	1054.9	12	4.1	400
96.9	24.2	1008.7	12	4.3	400
40.3	21.8	1213.8	12	4.1	400
0	21.8	1260.5	12	4.1	400
2.9	22.8	1145.2	12	4.2	400
0	25.5	1136.1	12	4.3	400
0	22.3	1276.1	12	4.1	400
30.3	25.8	1214.8	12	4.3	400
29	29.2	1053.3	12	4.5	400
3.5	24.8	962.8	12	4.2	400
26.3	24.4	1059.3	12	4.2	400
0	26.3	1211	12	4.3	400
0.9	22.8	1127.5	12	4.1	400
34	29	962.9	12	4.5	400
17	24.2	996.3	12	4.1	400
0	24	973.7	12	4.1	400
0	28.2	1002.3	12	4.4	400
11	26.1	1017.3	12	4.2	400
2.8	25.4	1053.3	12	4.2	400
5.5	25.5	1333.7	12	4.2	400
5.2	21.6	1104.2	12	3.9	400
43.1	24.7	930.4	12	4.1	400
2.1	21.8	1021.5	12	3.9	400
0	22.9	1084.6	12	3.9	400
50.1	24.1	938.8	12	4	400
0	19.6	1135	12	3.7	400
0	22.1	902.5	12	3.8	400
0	23.2	1000.2	12	3.9	400
0.4	24.9	1009	12	4	400
6.9	23.5	1113.2	12	3.9	400
0	27	952.3	12	4.1	400
8.7	26.2	1027.9	12	4	400
18.5	25.1	1016.6	12	3.9	400
3	25.8	976.6	12	4	400
0	26.4	982	12	4	400
4.2	20.8	1117.7	12	3.6	400
0	22.3	1004.2	12	3.7	400
13.5	24.6	964.1	12	3.8	400
0	25.7	954.8	12	3.9	400
16.9	23.9	858.3	12	3.7	400
7.5	21	974.6	12	3.5	400
0	25.2	969	12	3.8	400
0	24.4	1029.7	12	3.7	400
0	20.3	1091.4	12	3.4	400
0	24.8	1046.4	12	3.7	400
28.9	22.8	915.4	12	3.6	400
47.2	23.2	990	12	3.6	400
0	27.4	1148	12	3.8	400
14	25.2	992	12	3.7	400
2.2	24.6	908.7	12	3.6	400
20.5	23.8	918.9	12	3.5	400
18.6	23.6	1093	12	3.5	400
0	27.1	907.5	12	3.7	400
0.2	25.1	1075.3	12	3.5	400
0	22.5	1034.3	12	3.4	400
0	24.8	939.8	12	3.5	400
20.4	18.6	848.7	12	3.1	400
0	23.9	1116.5	12	3.4	400
1.5	23.2	842.5	12	3.3	400
0	23.9	996.9	12	3.4	400
1.9	24.4	783.8	12	3.4	400
6.2	26.9	870.1	12	3.5	400
0	24.7	981.2	12	3.4	400
1.6	25.8	830.7	12	3.4	400
0	22.3	743.8	12	3.2	400
34.8	23.6	930.6	12	3.2	400
0	26.3	795.8	12	3.4	400
46.3	23.9	989	12	3.2	400
0	26.3	866.9	12	3.3	400
1.8	24	1031	12	3.2	400
11.4	24.2	1031.6	12	3.2	400
0	23.7	807.6	12	3.1	400
5.6	22.4	681.4	12	3	400
0	24.1	987.4	12	3.1	400
6.9	25	881	12	3.1	400
0	21.9	968.9	12	3	400
24.3	26	780.6	12	3.2	400
0	26.4	1022.3	12	3.2	400
0	24.9	820.4	12	3.1	400
0	21.9	1056.7	12	2.9	400
0	24.2	769.8	12	3	400
2.8	28.8	862.6	12	3.2	400
3.5	25.9	740.7	12	3	400
4.9	23.5	670.9	12	2.9	400
28.1	21.9	834.9	12	2.8	400
0	21.2	913.5	12	2.8	400
0.7	24.2	755.8	12	2.9	400
10.8	23.7	846.7	12	2.9	400
8.3	26.3	938.7	12	3	400
3.4	22.2	813.3	12	2.8	400
0	26.3	965.3	12	2.9	400
1.2	20.5	857.9	12	2.6	400
0	22.1	966.7	12	2.7	400
1.7	21.4	779.5	12	2.7	400
1.1	28.9	867.5	12	3	400
13	23.5	859.6	12	2.7	400
0	24.9	864.7	12	2.8	400
10.3	20.1	640.7	12	2.5	400
0	24.1	862.7	12	2.7	400
0	28.8	733.7	12	2.9	400
5.5	25.5	860.3	12	2.8	400
4.7	19.1	790.2	12	2.5	400
5.2	29.7	838.9	12	2.9	400
0	23	767	12	2.6	400
0.6	24	875.6	12	2.7	400
1.3	24.2	700.8	12	2.7	400
30.8	24.1	765.2	12	2.7	400
17.8	21.8	885.9	12	2.5	400
12.8	24.3	934.9	12	2.6	400
0	25.9	765	12	2.7	400
21.6	24.9	733.6	12	2.7	400
0.5	24.1	886.2	12	2.6	400
5.3	22.9	764.7	12	2.6	400
14.7	22.4	817.4	12	2.5	400
0	22.3	824.2	12	2.5	400
11	25.2	744.2	12	2.6	400
6.8	20.3	811.8	12	2.4	400
9	22.6	717.6	12	2.5	400
4.3	24.7	709.9	12	2.6	400
0	19.8	832.4	12	2.4	400
5.9	21.3	693.9	12	2.4	400
28.3	21.7	832.8	12	2.5	400
0	22.1	847.5	12	2.5	400
19.9	20.3	730	12	2.4	400
0	22.8	834.5	12	2.5	400
17.8	23.5	759.4	12	2.5	400
14.8	25.3	758.2	12	2.6	400
0	24.4	765.8	12	2.6	400
2.8	23.8	744.4	12	2.6	400
0	24.9	865.2	12	2.6	400
0	24.6	745.2	12	2.6	400
0	23.9	829.6	12	2.6	400
0	24.8	738.1	12	2.6	400
31.4	22.1	572.2	12	2.5	400
16.7	23.5	793.5	12	2.5	400
10.7	26.6	855.5	12	2.7	400
16.7	23.7	922.4	12	2.6	400
0	25.5	867	12	2.6	400
4.5	24.2	878.1	12	2.6	400
0	22.5	866.3	12	2.5	400
2.2	24.4	797.7	12	2.6	400
0	26	641.8	12	2.7	400
3.1	25.6	830.1	12	2.7	400
13.6	27.2	1019	12	2.8	400
9.9	23.8	714.1	12	2.6	400
0.8	21.9	800	12	2.5	400
7.2	25.1	913.4	12	2.7	400
13	24.2	938.5	12	2.7	400
30.8	24.7	860.1	12	2.7	400
0	24.7	762.1	12	2.7	400
0.6	24.2	803.6	12	2.7	400
16.2	22.7	646.4	12	2.6	400
2.9	25.1	856.2	12	2.7	400
0	24.9	905.3	12	2.7	400
20.3	27.2	789.7	12	2.9	400
0	23.2	978.4	12	2.7	400
8.5	29	778.5	12	3	400
0	26.4	914.3	12	2.9	400
10.3	21.4	839.5	12	2.6	400
0.9	21.5	745.2	12	2.6	400
3.2	23.8	853.8	12	2.8	400
1	24	899.5	12	2.8	400
0.7	20.9	909.1	12	2.7	400
6.3	23.4	925.9	12	2.8	400
1.6	22	776.2	12	2.7	400
1.4	23.4	906.2	12	2.8	400
10.3	22.3	804.4	12	2.8	400
0	25.2	1004.3	12	2.9	400
23.5	23.9	845.2	12	2.9	400
22.6	25.8	958.7	12	3	400
0	25.4	779.1	12	3	400
20.2	24.2	914.5	12	2.9	400
0	21.9	727.8	12	2.8	400
1.7	27	824.8	12	3.1	400
0	24.8	850.1	12	3	400
9.5	26.6	729.9	12	3.1	400
0	22.3	989.3	12	2.9	400
3.4	22.9	904	12	3	400
4.9	22.6	928.7	12	3	400
18.6	25.5	813.3	12	3.1	400
0	21.1	797.1	12	2.9	400
8.7	25.3	965.9	12	3.2	400
0.9	25.2	767.5	12	3.2	400
0	23	820.8	12	3.1	400
8.1	25.9	793.8	12	3.3	400
0	29.5	941	12	3.5	400
4.2	22.8	1165.4	12	3.1	400
0	22.5	881.9	12	3.1	400
2.8	24.2	881.4	12	3.2	400
0	23.1	781.7	12	3.2	400
2.7	22	833.3	12	3.2	400
0	21.9	787.7	12	3.2	400
7.4	25.1	921.1	12	3.4	400
1.9	24.6	909.6	12	3.4	400
16.3	22.5	995.1	12	3.3	400
11.9	18.1	818.5	12	3	400
0	21.9	981.2	12	3.2	400
17.8	28	990	12	3.6	400
0	21.4	959.7	12	3.3	400
0	23.8	1117.4	12	3.4	400
27.3	24.8	691.6	12	3.5	400
1.6	20.6	951.9	12	3.3	400
28	23.3	1110	12	3.4	400
1.8	22.3	917.4	12	3.4	400
0	23.9	803.3	12	3.5	400
0.5	24.2	952.8	12	3.6	400
5.2	22.7	858.1	12	3.5	400
0.1	27.1	1014.8	12	3.8	400
13.2	25.7	926.6	12	3.7	400
1.8	25.5	1235.9	12	3.7	400
1.9	24.4	1032.3	12	3.7	400
0	24.3	1096.7	12	3.7	400
2.8	19.2	1190.4	12	3.4	400
2.8	19.8	1034.1	12	3.4	400
0	23.1	1067.3	12	3.6	400
0	23.4	994.5	12	3.7	400
2.4	19.2	845	12	3.4	400
0	26.3	1110	12	3.9	400
2.9	21.1	997.4	12	3.6	400
10.1	20.6	959.7	12	3.6	400
0	25.3	1045	12	3.9	400
7.8	25.6	895.1	12	3.9	400
0.4	27.2	899.6	12	4	400
1.6	21.3	986.2	12	3.7	400
14.2	25.3	1120.2	12	4	400
19.7	19.8	1069	12	3.6	400
0	22.7	1058.8	12	3.8	400
0	27	959.6	12	4.1	400
12.4	24.7	1040.5	12	4	400
0	24.3	1165.3	12	4	400
1.2	23.5	1155.8	12	3.9	400
0	20	926.7	12	3.7	400
5.5	24.2	954.8	12	4	400
0	24.2	1002.8	12	4	400
0	22.5	956	12	3.9	400
0	31.1	1158.6	12	4.5	400
12.3	23.5	1143.9	12	4	400
0	27.3	1090.7	12	4.3	400
0	26.5	1152.4	12	4.2	400
0	28.8	874.5	12	4.4	400
3.2	24.7	1072.6	12	4.1	400
0	22.7	1143.4	12	4	400
0	30.7	985.8	12	4.5	400
0	25.6	1184.5	12	4.2	400
0	21.4	1106.3	12	4	400
0	27.3	1120.7	12	4.4	400
15.5	27.5	1190	12	4.4	400
0	26.2	1020.1	12	4.3	400
13.9	21.7	1239.1	12	4	400
0	24.9	1296	12	4.3	400
0	26.7	1022.7	12	4.4	400
0	20	997.5	12	3.9	400
0	25.3	1135.7	12	4.3	400
2.3	24.5	1061.2	12	4.3	400
0	20.7	1259.8	12	4	400
0	24.3	1003.1	12	4.3	400
8.1	27.1	1217.4	12	4.5	400
0	23.8	1151.2	12	4.3	400
0	23.8	947.4	12	4.3	400
7.4	21.9	1152.7	12	4.1	400
0	23.4	1234.9	12	4.3	400
1.9	24.1	1186.7	12	4.3	400
7.8	23.8	1016.7	12	4.3	400
0	26	1040.7	12	4.5	400
0.2	24.6	1123.8	12	4.4	400
4.7	27.2	1218.4	12	4.6	400
0	25.7	1235.4	12	4.5	400
21.4	20	1191.7	12	4	400
0	25.6	1186	12	4.5	400
4.3	26.9	1211.3	12	4.6	400
0	24.4	940	12	4.4	400
0	27.3	1022.7	12	4.6	400
0	24.1	1096.5	12	4.4	400
0	24.2	1101	12	4.4	400
19.1	24.9	1213.8	12	4.5	400
0	22.4	1241.9	12	4.3	400
10	25.6	1132.4	12	4.5	400
15.6	24.3	1089.5	12	4.4	400
0	24.5	1068.8	12	4.4	400
4.3	24.6	1205.1	12	4.5	400
42.2	28.9	1293.7	12	4.8	400
0	25.4	1234.6	12	4.5	400
0	23.4	1153.6	12	4.4	400
25.2	20.9	1450	12	4.2	400
0	19.5	1119.5	12	4.1	400
0	22.5	1267.2	12	4.3	400
4.1	26.2	1217	12	4.6	400
2	21.8	1030.7	12	4.3	400
0	23.5	1174.6	12	4.4	400
7.9	22.7	1364.5	12	4.4	400
0	23.6	1468.6	12	4.4	400
0	26.6	1144.3	12	4.6	400
0	25.3	1207.8	12	4.6	400
0	20.7	1257.5	12	4.2	400
1.6	20.3	1208.6	12	4.2	400
0	22.8	1263.2	12	4.4	400
20.5	28.4	1161.7	12	4.8	400
0	25.2	1245.2	12	4.6	400
1.5	25.9	1156.1	12	4.6	400
0	19.9	1216.3	12	4.1	400
0.8	25.7	1353.4	12	4.6	400
0	23.2	1060.3	12	4.4	400
20	21.5	1001.2	12	4.3	400
7.2	24.9	1252.3	12	4.5	400
4.1	26.4	1099	12	4.6	400
3	25.3	1124.4	12	4.6	400
0	21.5	1137.8	12	4.3	400
0	24.4	1382	12	4.5	400
0	24.7	1286.6	12	4.5	400
0	22.7	1171.7	12	4.4	400
0	21.1	1287.1	12	4.3	400
0	25.8	1197.5	12	4.6	400
0	21.8	1084.1	12	4.3	400
0	25.6	1146.8	12	4.6	400
2.8	27.8	1036.7	12	4.7	400
0	23.5	1130.5	12	4.4	400
16.1	22.4	1351.5	12	4.4	400
8.8	26.6	1384.1	12	4.7	400
10.1	24.9	1097.4	12	4.5	400
0	23.2	1194.1	12	4.4	400
0	26.5	990	12	4.7	400
53.6	28.5	1231.8	12	4.8	400
43.2	22.4	1088.8	12	4.4	400
0	20	1282.8	12	4.2	400
45.3	21.1	1070.1	12	4.3	400
0	21.1	1146.4	12	4.2	400
6.1	24.8	1154.3	12	4.5	400
5.9	24.8	875.7	12	4.5	400
12.3	24.1	1063.5	12	4.5	400
25.8	20.6	1076	12	4.2	400
1.4	23.3	1066.1	12	4.4	400
0	21.6	1001.9	12	4.3	400
3.3	23.7	1174.4	12	4.4	400
0	23.4	1237.3	12	4.4	400
0	20.2	1355	12	4.2	400
0	24.3	1082.1	12	4.5	400
0	20	1087.8	12	4.1	400
1	26.3	1342.5	12	4.6	400
13.7	23	1113.9	12	4.4	400
7.8	22.2	1016.2	12	4.3	400
28.4	23.7	1216.1	12	4.4	400
6.1	22.8	1137.9	12	4.3	400
0	24.7	1258.6	12	4.5	400
2.6	22.8	1000.8	12	4.3	400
0	22.1	1100.4	12	4.3	400
0	28	814.7	12	4.7	400
3.7	23.5	1153.7	12	4.4	400
0	27.8	996.3	12	4.7	400
0	24.6	1123.2	12	4.4	400
17.1	22.9	1058.8	12	4.3	400
10.6	26.5	1152.5	12	4.6	400
0	26.5	1255.6	12	4.6	400
77.8	24.4	919.8	12	4.4	400
14.1	19.9	1120.4	12	4.1	400
0	22.5	1239.9	12	4.3	400
6.8	25.8	1216.4	12	4.5	400
0	25.2	1188.9	12	4.4	400
43.9	27.9	987.5	12	4.6	400
14.1	30.5	1329.7	12	4.8	400
0	25.2	848.1	12	4.4	400
15.4	26	1306.9	12	4.5	400
4.8	27.7	1195.1	12	4.6	400
0	22.7	1095	12	4.2	400
2.8	27.4	1151.6	12	4.5	400
0	27.1	1022.6	12	4.5	400
0	25.3	1154	12	4.4	400
11.5	20.6	944.2	12	4	400
0	25.6	1001.3	12	4.4	400
2.6	26.3	1071	12	4.4	400
0	24.8	1055.6	12	4.3	400
7.8	22.4	922.5	12	4.1	400
4.9	23.1	1106.9	12	4.2	400
25.2	22.8	1056	12	4.1	400
22.4	22.2	1115	12	4.1	400
58.4	21.2	1116.4	12	4	400
0	20.6	1096.2	12	3.9	400
0.8	27.4	1221.9	12	4.4	400
63.6	23.3	1068.3	12	4.1	400
19.4	27.2	929.7	12	4.4	400
0	22.2	1163.4	12	4	400
1.9	23.8	1156	12	4.1	400
4.7	28.2	1019.8	12	4.4	400
18.7	21.7	1149.5	12	3.9	400
20.2	27	893.3	12	4.3	400
0	24.4	1077	12	4.1	400
8.8	25.6	934.4	12	4.2	400
12.4	24.2	1104.7	12	4	400
0	22.9	1191.9	12	3.9	400
19.4	23.3	993.4	12	4	400
9.4	22.3	1022.6	12	3.9	400
13.7	25.6	1162	12	4.1	400
30	23.9	1047.1	12	4	400
0	27.1	981.6	12	4.1	400
45.6	25.4	1032.3	12	4	400
43.9	24.3	1234.1	12	3.9	400
0	21.1	979.4	12	3.7	400
18.6	28.8	916.2	12	4.2	400
1.8	24.4	960.9	12	3.9	400
6	27.7	854.8	12	4.1	400
0	26.5	909.4	12	4	400
21.2	19.4	848.6	12	3.5	400
0	23.5	990	12	3.8	400
0	19.9	1029.5	12	3.5	400
53.8	24.8	865.9	12	3.8	400
0	21.9	842	12	3.6	400
20.5	25.9	1113.2	12	3.8	400
1.1	20.3	1002	12	3.5	400
0	21.6	929	12	3.5	400
0	26	1227.5	12	3.8	400
3.1	25.8	888.8	12	3.8	400
5.4	24.9	957.2	12	3.7	400
33.2	21.1	972	12	3.4	400
0	22.7	1012.9	12	3.5	400
7.9	23.5	935.2	12	3.5	400
8	22.3	1110.5	12	3.5	400
0	24.8	1126.5	12	3.6	400
3.7	24.3	922.6	12	3.5	400
3.7	24.4	1016.8	12	3.5	400
2.5	22.9	956.3	12	3.4	400
9.5	25.7	920.9	12	3.6	400
0	22.9	966	12	3.4	400
9.2	23.5	1033.3	12	3.4	400
0	22.1	939	12	3.3	400
0	23.7	1039.1	12	3.4	400
3.4	22.8	919.5	12	3.3	400
5	25.7	864.9	12	3.4	400
9.3	23.5	787.7	12	3.3	400
0	24	770.8	12	3.3	400
11.3	29	971.2	12	3.6	400
0	23.1	1003.8	12	3.2	400
22.9	24.9	860.2	12	3.3	400
18.3	27.2	835.4	12	3.4	400
0	27.9	977	12	3.4	400
4.1	24.7	1034.8	12	3.2	400
0	22.7	722.8	12	3.1	400
10.3	20.4	968.4	12	3	400
2.3	19	907	12	2.9	400
0	22.2	679.2	12	3	400
5.5	24.4	1037.4	12	3.1	400
0	26	964.4	12	3.2	400
34.8	22.9	791.9	12	3	400
0.5	23.9	774.6	12	3	400
33.7	21.5	928.6	12	2.9	400
0	19.8	813.9	12	2.8	400
21.9	23.7	1046.6	12	3	400
34.8	23.3	1032.8	12	2.9	400
7.7	21.6	797.7	12	2.8	400
1	27.3	925.2	12	3.1	400
35.9	21.9	927.5	12	2.8	400
23.4	21.1	877.8	12	2.8	400
9	21	927.7	12	2.8	400
0	22.5	590.4	12	2.8	400
16.2	24.1	829.6	12	2.9	400
0	24.4	783.6	12	2.9	400
6.1	22.6	897.1	12	2.8	400
0	24.5	902.7	12	2.9	400
17.3	27.4	828	12	3	400
0	24	732	12	2.8	400
9.3	20.4	921.4	12	2.6	400
66.5	22.1	751.5	12	2.7	400
19.2	25.5	917.2	12	2.8	400
5.5	24	728.9	12	2.8	400
23.5	24.4	974.3	12	2.8	400
0	25.5	811.1	12	2.8	400
7.9	28.3	880.2	12	2.9	400
0	26.4	848	12	2.8	400
19.8	26.3	930.2	12	2.8	400
0	22	845.1	12	2.6	400
16.3	26.1	873.6	12	2.8	400
0	20.7	650.1	12	2.5	400
1.3	29	878.5	12	2.9	400
58	24.5	846.1	12	2.7	400
0	20.6	929.3	12	2.5	400
10.8	22.4	747.5	12	2.6	400
0	28.9	807.5	12	2.8	400
7.3	23.3	718.5	12	2.6	400
1.3	26.9	825.1	12	2.7	400
8.5	25.3	792.5	12	2.7	400
29.5	21.9	1004.3	12	2.5	400
0	25	589.3	12	2.6	400
0	22.1	926.9	12	2.5	400
14.3	25.4	950.1	12	2.6	400
2.3	25.9	685.4	12	2.7	400
0.7	27.6	848.7	12	2.7	400
0.2	22.3	727.7	12	2.5	400
0	25.2	790.8	12	2.6	400
14.4	22.5	779.1	12	2.5	400
0	21.8	873.6	12	2.5	400
5.1	22.3	835.6	12	2.5	400
35.7	22.8	744.9	12	2.5	400
0.2	29.5	791.2	12	2.8	400
0	22.7	660.3	12	2.5	400
37.8	23.1	812.4	12	2.5	400
43.6	24.8	648.4	12	2.6	400
0	21.5	790.5	12	2.4	400
0	23.9	864.7	12	2.6	400
22.2	23	716.1	12	2.5	400
